schedule_name,schedule_type,trial,rule,accuracy_target_fraction,coverage_target,target_balanced_accuracy,stop_reason,stop_n_eval,stop_fraction_of_all_queries,stop_balanced_accuracy,stop_lane_coverage_fraction,stop_class_balance_l1_shift,stop_eval_time_seconds,rule_label
random_matched,random_matched,22,coverage_only,0.95,1.0,0.8391580790141063,reached,75,0.06702412868632708,0.9232706766917292,1.0,0.13404825737265408,0.0017398730001332297,coverage_only_100
random_matched,random_matched,22,joint_accuracy_coverage,0.95,0.75,0.8391580790141063,reached,75,0.06702412868632708,0.9232706766917292,1.0,0.13404825737265408,0.0017398730001332297,joint_acc95_cov75
random_matched,random_matched,22,joint_accuracy_coverage,0.95,1.0,0.8391580790141063,reached,75,0.06702412868632708,0.9232706766917292,1.0,0.13404825737265408,0.0017398730001332297,joint_acc95_cov100
random_matched,random_matched,23,accuracy_only,0.95,0.0,0.8391580790141063,reached,15,0.013404825737265416,0.9083333333333334,0.375,0.5211796246648794,0.0016953889999058447,accuracy_only
random_matched,random_matched,23,coverage_only,0.95,0.75,0.8391580790141063,reached,45,0.040214477211796246,0.8795283663704717,1.0,0.31540065534703604,0.0017185820001941465,coverage_only_75
random_matched,random_matched,23,coverage_only,0.95,1.0,0.8391580790141063,reached,45,0.040214477211796246,0.8795283663704717,1.0,0.31540065534703604,0.0017185820001941465,coverage_only_100
random_matched,random_matched,23,joint_accuracy_coverage,0.95,0.75,0.8391580790141063,reached,45,0.040214477211796246,0.8795283663704717,1.0,0.31540065534703604,0.0017185820001941465,joint_acc95_cov75
random_matched,random_matched,23,joint_accuracy_coverage,0.95,1.0,0.8391580790141063,reached,45,0.040214477211796246,0.8795283663704717,1.0,0.31540065534703604,0.0017185820001941465,joint_acc95_cov100
random_matched,random_matched,24,accuracy_only,0.95,0.0,0.8391580790141063,reached,15,0.013404825737265416,0.9166666666666666,0.375,0.2716711349419125,0.0020036219998473825,accuracy_only
random_matched,random_matched,24,coverage_only,0.95,0.75,0.8391580790141063,reached,30,0.02680965147453083,0.95,0.75,0.20500446827524574,0.0020429030000741477,coverage_only_75
random_matched,random_matched,24,coverage_only,0.95,1.0,0.8391580790141063,reached,45,0.040214477211796246,0.9093406593406594,1.0,0.2716711349419124,0.0019113559997094853,coverage_only_100
random_matched,random_matched,24,joint_accuracy_coverage,0.95,0.75,0.8391580790141063,reached,30,0.02680965147453083,0.95,0.75,0.20500446827524574,0.0020429030000741477,joint_acc95_cov75
random_matched,random_matched,24,joint_accuracy_coverage,0.95,1.0,0.8391580790141063,reached,45,0.040214477211796246,0.9093406593406594,1.0,0.2716711349419124,0.0019113559997094853,joint_acc95_cov100
random_matched,random_matched,25,accuracy_only,0.95,0.0,0.8391580790141063,reached,15,0.013404825737265416,0.875,0.5,0.3949955317247542,0.0017850739995992626,accuracy_only
random_matched,random_matched,25,coverage_only,0.95,0.75,0.8391580790141063,reached,30,0.02680965147453083,0.825,0.75,0.26237712243074174,0.0016852489998200326,coverage_only_75
random_matched,random_matched,25,coverage_only,0.95,1.0,0.8391580790141063,reached,60,0.05361930294906166,0.8623980186480187,1.0,0.2781054512957998,0.0018133610001314082,coverage_only_100
random_matched,random_matched,25,joint_accuracy_coverage,0.95,0.75,0.8391580790141063,reached,45,0.040214477211796246,0.8622549019607842,0.75,0.23366100685135532,0.0017437540000173612,joint_acc95_cov75
random_matched,random_matched,25,joint_accuracy_coverage,0.95,1.0,0.8391580790141063,reached,60,0.05361930294906166,0.8623980186480187,1.0,0.2781054512957998,0.0018133610001314082,joint_acc95_cov100
random_matched,random_matched,26,accuracy_only,0.95,0.0,0.8391580790141063,reached,15,0.013404825737265416,0.95,0.25,0.40500446827524583,0.0022022900002411916,accuracy_only
random_matched,random_matched,26,coverage_only,0.95,0.75,0.8391580790141063,reached,45,0.040214477211796246,0.9106060606060606,0.75,0.1827822460530235,0.002834746000189625,coverage_only_75
random_matched,random_matched,26,coverage_only,0.95,1.0,0.8391580790141063,reached,75,0.06702412868632708,0.9143719806763284,1.0,0.21833780160857907,0.0032267480000882642,coverage_only_100
random_matched,random_matched,26,joint_accuracy_coverage,0.95,0.75,0.8391580790141063,reached,45,0.040214477211796246,0.9106060606060606,0.75,0.1827822460530235,0.002834746000189625,joint_acc95_cov75
random_matched,random_matched,26,joint_accuracy_coverage,0.95,1.0,0.8391580790141063,reached,75,0.06702412868632708,0.9143719806763284,1.0,0.21833780160857907,0.0032267480000882642,joint_acc95_cov100
random_matched,random_matched,27,accuracy_only,0.95,0.0,0.8391580790141063,reached,15,0.013404825737265416,0.8809523809523809,0.125,0.5211796246648794,0.0022022749999450753,accuracy_only
random_matched,random_matched,27,coverage_only,0.95,0.75,0.8391580790141063,reached,60,0.05361930294906166,0.8744471472799645,1.0,0.1992850759606792,0.0018333719999645837,coverage_only_75
random_matched,random_matched,27,coverage_only,0.95,1.0,0.8391580790141063,reached,60,0.05361930294906166,0.8744471472799645,1.0,0.1992850759606792,0.0018333719999645837,coverage_only_100
random_matched,random_matched,27,joint_accuracy_coverage,0.95,0.75,0.8391580790141063,reached,60,0.05361930294906166,0.8744471472799645,1.0,0.1992850759606792,0.0018333719999645837,joint_acc95_cov75
random_matched,random_matched,27,joint_accuracy_coverage,0.95,1.0,0.8391580790141063,reached,60,0.05361930294906166,0.8744471472799645,1.0,0.1992850759606792,0.0018333719999645837,joint_acc95_cov100
random_matched,random_matched,28,accuracy_only,0.95,0.0,0.8391580790141063,reached,135,0.12064343163538874,0.8553137904890954,1.0,0.13241981928309005,0.0021788879998894117,accuracy_only
random_matched,random_matched,28,coverage_only,0.95,0.75,0.8391580790141063,reached,60,0.05361930294906166,0.7875801282051282,1.0,0.11760500446827521,0.0026072910000038974,coverage_only_75
random_matched,random_matched,28,coverage_only,0.95,1.0,0.8391580790141063,reached,60,0.05361930294906166,0.7875801282051282,1.0,0.11760500446827521,0.0026072910000038974,coverage_only_100
random_matched,random_matched,28,joint_accuracy_coverage,0.95,0.75,0.8391580790141063,reached,135,0.12064343163538874,0.8553137904890954,1.0,0.13241981928309005,0.0021788879998894117,joint_acc95_cov75
random_matched,random_matched,28,joint_accuracy_coverage,0.95,1.0,0.8391580790141063,reached,135,0.12064343163538874,0.8553137904890954,1.0,0.13241981928309005,0.0021788879998894117,joint_acc95_cov100
random_matched,random_matched,29,accuracy_only,0.95,0.0,0.8391580790141063,reached,30,0.02680965147453083,0.8625,0.625,0.21215370866845393,0.0016679060004207713,accuracy_only
random_matched,random_matched,29,coverage_only,0.95,0.75,0.8391580790141063,reached,45,0.040214477211796246,0.871875,0.75,0.1784927018170986,0.0016557670001020597,coverage_only_75
random_matched,random_matched,29,coverage_only,0.95,1.0,0.8391580790141063,reached,105,0.0938337801608579,0.8717412217412218,1.0,0.1340482573726541,0.002009072999953787,coverage_only_100
random_matched,random_matched,29,joint_accuracy_coverage,0.95,0.75,0.8391580790141063,reached,45,0.040214477211796246,0.871875,0.75,0.1784927018170986,0.0016557670001020597,joint_acc95_cov75
random_matched,random_matched,29,joint_accuracy_coverage,0.95,1.0,0.8391580790141063,reached,105,0.0938337801608579,0.8717412217412218,1.0,0.1340482573726541,0.002009072999953787,joint_acc95_cov100
